Name,Address,Price,Apartment Units,Distance,Info,Rating,Tags
The Adler Apartments,"12000 Idaho Avenue, Los Angeles, California(CA) 90025","3,761","[{'bedroom': '1', 'price': '3,761'}, {'bedroom': '2', 'price': '4,091'}, {'bedroom': '3', 'price': '5,960'}]",16.28km,"{'walking': '248', 'cycling': '66', 'transit': '89', 'driving': '21'}",4.4(15),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Mon Leon,"18530 Citronia Northridge, Northridge, California(CA) 91324","1,795","[{'bedroom': '1', 'price': '1,795'}]",33.99km,"{'walking': '570', 'cycling': '166', 'transit': '110', 'driving': '43'}",4.0(64),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Elements THE WOOD,"1000 Elements Way, Irvine, California(CA) 92612","3,765","[{'bedroom': '1', 'price': '3,765'}, {'bedroom': '2', 'price': '3,945'}, {'bedroom': '3', 'price': '4,910'}]",55.9km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",4.2(65),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves Phillips Ranch,"400 Appian Way, Pomona, California(CA) 91766","2,205","[{'bedroom': '1', 'price': '2,205'}, {'bedroom': 'Studio', 'price': '2,375'}, {'bedroom': '2', 'price': '2,440'}]",44.99km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.3(7),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves santa margarita,"111 Via Serena, Rancho Santa Margarita, California(CA) 92688","2,169","[{'bedroom': '1', 'price': '2,169'}, {'bedroom': '2', 'price': '2,960'}]",76.34km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.9(74),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves south coast,"555 Paularino Avenue, Costa Mesa, California(CA) 92626","2,325","[{'bedroom': '1', 'price': '2,325'}, {'bedroom': '2', 'price': '2,960'}]",53.29km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",2.5(87),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
eaves lake forest,"22700 Lake Forest Drive, Lake Forest, California(CA) 92630","2,485","[{'bedroom': '1', 'price': '2,485'}, {'bedroom': '2', 'price': '3,234'}, {'bedroom': '3', 'price': '4,170'}]",68.55km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.2(7),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Woodland Hills,"Avalon Woodland Hills, Los Angeles, California(CA) 91364","2,290","[{'bedroom': '1', 'price': '2,290'}, {'bedroom': '2', 'price': '2,670'}]",31.57km,"{'walking': '574', 'cycling': '161', 'transit': '75', 'driving': '35'}",3.4(58),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Pasadena,"25 S Oak Knoll Ave, Pasadena, California(CA) 91101","3,358","[{'bedroom': '1', 'price': '3,358'}]",19.44km,"{'walking': '277', 'cycling': '78', 'transit': '89', 'driving': '27'}",3.4(81),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon Oak Creek,"29128 Oak Creek Lane, Agoura Hills, California(CA) 91301","2,735","[{'bedroom': '1', 'price': '2,735'}, {'bedroom': '2', 'price': '3,259'}]",45.8km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",4.5(100),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Avalon San Dimas,"205 North San Dimas Canyon Road, San Dimas, California(CA) 91773","2,375","[{'bedroom': '1', 'price': '2,375'}, {'bedroom': '2', 'price': '2,975'}]",46.21km,"{'walking': None, 'cycling': None, 'transit': None, 'driving': None}",3.8(58),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1275 Federal Ave,"1275 Federal Avenue, Los Angeles, California(CA) 90025","3,460","[{'bedroom': '1', 'price': '3,460'}]",16.21km,"{'walking': '251', 'cycling': '68', 'transit': '73', 'driving': '21'}",2.2(92),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Short-term rental available']"
Superior,"17809 Superior Street, Los Angeles, California(CA) 91325","1,137","[{'bedroom': 'Single', 'price': '1,137'}, {'bedroom': '2', 'price': '2,225'}]",33.34km,"{'walking': '555', 'cycling': '164', 'transit': '144', 'driving': '40'}",2.8(1),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' ]"
The Colony at the Lakes,"301 South Glendora Avenue, Pasadena, California(CA) 91790","2,275","[{'bedroom': '1', 'price': '2,275'}, {'bedroom': '2', 'price': '2,850'}]",33.47km,"{'walking': '494', 'cycling': '135', 'transit': '103', 'driving': '34'}",2.9(86),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
Kenwood Mews Apartment,"New York Film Academy, Los Angeles, California(CA) 91505","2,145","[{'bedroom': '1', 'price': '2,145'}]",15.16km,"{'walking': '268', 'cycling': '76', 'transit': '82', 'driving': '26'}",3.8(83),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
355 N Maple St,"355 N Maple St, Los Angeles, California(CA) 91505","2,725","[{'bedroom': '1', 'price': '2,725'}]",15.87km,"{'walking': '271', 'cycling': '79', 'transit': '80', 'driving': '28'}",3.5(41),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
West Grove,"125 Hurlbut St, Los Angeles, California(CA) 91105","3,000","[{'bedroom': '2', 'price': '3,000'}]",17.1km,"{'walking': '240', 'cycling': '67', 'transit': '63', 'driving': '22'}",2.1(8),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
2033 Beloit Ave,"2033 Beloit Ave, Los Angeles, California(CA) 90025","1,395","[{'bedroom': '1', 'price': '1,395'}]",14.64km,"{'walking': '200', 'cycling': '60', 'transit': '48', 'driving': '21'}",3.8(26),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1424 Amherst Ave,"1424 Amherst Ave, Los Angeles, California(CA) 90025","1,600","[{'bedroom': '1', 'price': '1,600'}]",16.71km,"{'walking': '228', 'cycling': '67', 'transit': '53', 'driving': '22'}",2.6(96),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Plaza,"10983 Wellworth Ave, Los Angeles, California(CA) 90024",699,"[{'bedroom': '1', 'price': '699'}]",15.29km,"{'walking': '212', 'cycling': '63', 'transit': '64', 'driving': '21'}",4.8(76),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money', 'Exclusive gift package for staying in a foreign land']"
515 Kelton Ave,"515 Kelton Ave, Los Angeles, California(CA) 90024","2,600","[{'bedroom': '1', 'price': '2,600'}]",16.37km,"{'walking': '230', 'cycling': '66', 'transit': '66', 'driving': '23'}",2.1(70),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
10717 WILSHIRE Blvd,"10717 WILSHIRE Blvd, Los Angeles, California(CA) 90024","3,360","[{'bedroom': '1', 'price': '3,360'}]",14.63km,"{'walking': '206', 'cycling': '63', 'transit': '66', 'driving': '22'}",2.9(9),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1639 Camden Ave,"1639 Camden Ave, Los Angeles, California(CA) 90025","3,450","[{'bedroom': '1', 'price': '3,450'}]",14.9km,"{'walking': '205', 'cycling': '61', 'transit': '57', 'driving': '20'}",2.2(93),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1818 CAMDEN Ave,"1818 MDEN Ave, Los Angeles, California(CA) 90025","3,495","[{'bedroom': '1', 'price': '3,495'}]",14.59km,"{'walking': '201', 'cycling': '58', 'transit': '51', 'driving': '21'}",4.5(39),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1759 Beloit,"1759 Beloit Ave, Los Angeles, California(CA) 90025","2,245","[{'bedroom': '1', 'price': '2,245'}, {'bedroom': '2', 'price': '3,295'}, {'bedroom': '4', 'price': '4,949'}]",15.06km,"{'walking': '207', 'cycling': '63', 'transit': '53', 'driving': '20'}",3.6(8),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Pets allowed']"
2436 Barry Ave #W - Smart Los Angeles,"2436 Barry Ave #W - Smart, Los Angeles, California(CA) 90064","1,350","[{'bedroom': '1', 'price': '1,350'}]",14.68km,"{'walking': '200', 'cycling': '59', 'transit': '46', 'driving': '20'}",2.1(75),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Lindbrook Manor Apartments,"10824 Lindbrook Dr, Los Angeles, California(CA) 90024","1,829","[{'bedroom': 'Single', 'price': '1,829'}]",15km,"{'walking': '214', 'cycling': '64', 'transit': '54', 'driving': '23'}",4.5(26),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Pets allowed', 'Package collection ']"
Westside on Butler Apartments,"1845 Butler Ave, Los Angeles, California(CA) 90025","2,109","[{'bedroom': 'Studio', 'price': '2,109'}, {'bedroom': '2', 'price': '2,891'}]",13.86km,"{'walking': '192', 'cycling': '56', 'transit': '55', 'driving': '23'}",2.3(93),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
West Park Village,"11400 Rochester Ave, Los Angeles, California(CA) 90025","1,614","[{'bedroom': 'Single', 'price': '1,614'}, {'bedroom': 'Studio', 'price': '2,097'}, {'bedroom': '1', 'price': '2,224'}]",15.84km,"{'walking': '221', 'cycling': '65', 'transit': '55', 'driving': '20'}",4.7(23),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
The Toluca Lofts,"4605 Cahuenga Blvd, Los Angeles, California(CA) 91602","2,200","[{'bedroom': '1', 'price': '2,200'}, {'bedroom': '2', 'price': '2,875'}]",16.3km,"{'walking': '287', 'cycling': '85', 'transit': '74', 'driving': '29'}",2.6(14),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
NoHo 14,"5440 Tujunga Avenue, Los Angeles, California(CA) 91601","2,720","[{'bedroom': '1', 'price': '2,720'}, {'bedroom': '2', 'price': '3,315'}, {'bedroom': '3', 'price': '4,140'}]",18.51km,"{'walking': '317', 'cycling': '94', 'transit': '52', 'driving': '31'}",3.4(12),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Eleven950 & Twelve000,"11950 Idaho Avenue, Los Angeles, California(CA) 90025","2,000","[{'bedroom': '1', 'price': '2,000'}, {'bedroom': '2', 'price': '4,075'}, {'bedroom': '3', 'price': '5,119'}]",16.24km,"{'walking': '223', 'cycling': '65', 'transit': '47', 'driving': '21'}",4.2(43),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' , 'Collect parcels']"
Darlington Apartments,"11681 Darlington Avenue, Los Angeles, California(CA) 90049","3,995","[{'bedroom': '2', 'price': '3,995'}]",16.85km,"{'walking': '235', 'cycling': '69', 'transit': '51', 'driving': '21'}",4.4(9),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1200 Riverside,"1200 West Riverside Dr, Los Angeles, California(CA) 91506","1,610","[{'bedroom': '1', 'price': '1,610'}]",15.39km,"{'walking': '238', 'cycling': '68', 'transit': '112', 'driving': '27'}",2.9(60),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Kenwood Mews Apartments,"230 North Kenwood Street, Los Angeles, California(CA) 91505","2,320","[{'bedroom': '1', 'price': '2,320'}]",15.68km,"{'walking': '271', 'cycling': '79', 'transit': '86', 'driving': '27'}",4.4(77),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Los Angeles Apartment,"424 Kelton Ave, Los Angeles, California(CA) 90024","1,200","[{'bedroom': '1', 'price': '1,200'}, {'bedroom': '2', 'price': '2,225'}]",16.39km,"{'walking': '232', 'cycling': '67', 'transit': '65', 'driving': '23'}",2.8(83),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
10811 Ashton,"10811 Ashton Avenue, Los Angeles, California(CA) 90024",775,"[{'bedroom': '1', 'price': '775'}]",14.85km,"{'walking': '208', 'cycling': '63', 'transit': '56', 'driving': '23'}",4.8(30),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Pico Lanai,"2501 Pico Blvd, Los Angeles, California(CA) 90405","1,845","[{'bedroom': '1', 'price': '1,845'}, {'bedroom': '2', 'price': '3,000'}]",16.53km,"{'walking': '229', 'cycling': '68', 'transit': '51', 'driving': '20'}",2.5(81),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Luxe@Missouri,"10750 Missouri Ave, Los Angeles, California(CA) 90025","3,045","[{'bedroom': '2', 'price': '3,045'}, {'bedroom': '4', 'price': '3,500'}, {'bedroom': '3', 'price': '4,195'}]",13.92km,"{'walking': '191', 'cycling': '58', 'transit': '51', 'driving': '21'}",4.4(67),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
The Woods At Toluca Lake,"316 N Maple St, Los Angeles, California(CA) 91505","1,594","[{'bedroom': 'Studio', 'price': '1,594'}, {'bedroom': '1', 'price': '2,211'}]",15.83km,"{'walking': '273', 'cycling': '79', 'transit': '84', 'driving': '28'}",3.4(30),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Palm Capri,"521 E PALM AVE, Los Angeles, California(CA) 91501","1,500","[{'bedroom': '1', 'price': '1,500'}]",18.36km,"{'walking': '266', 'cycling': '77', 'transit': '85', 'driving': '28'}",3.2(5),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Astoria Mountain View,"13140 Dronfield Place, Los Angeles, California(CA) 91342","1,863","[{'bedroom': '1', 'price': '1,863'}, {'bedroom': '2', 'price': '2,354'}, {'bedroom': '3', 'price': '2,501'}]",36.92km,"{'walking': '580', 'cycling': '137', 'transit': '136', 'driving': '41'}",4.1(26),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Garden Green Apartments,"11669 Valerio St, Los Angeles, California(CA) 91605","1,595","[{'bedroom': 'Studio', 'price': '1,595'}, {'bedroom': '1', 'price': '1,895'}]",22.43km,"{'walking': '409', 'cycling': '100', 'transit': '97', 'driving': '39'}",3.5(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Westgate Apartments,"231 South Delacey Ave, Los Angeles, California(CA) 91105","2,650","[{'bedroom': 'Studio', 'price': '2,650'}, {'bedroom': '1', 'price': '2,850'}, {'bedroom': '2', 'price': '3,700'}]",18.08km,"{'walking': '252', 'cycling': '71', 'transit': '90', 'driving': '25'}",4.0(65),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym', 'Pets allowed']"
Sherway Villa,"Sherway Villa, Los Angeles, California(CA) 91335","1,784","[{'bedroom': 'Studio', 'price': '1,784'}, {'bedroom': '1', 'price': '2,050'}]",29.44km,"{'walking': '558', 'cycling': '146', 'transit': '122', 'driving': '37'}",2.5(47),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With air conditioning', 'With balcony', 'Pets allowed']"
Luxe West,"10750 Missouri Ave, Los Angeles, California(CA) 90025","3,595","[{'bedroom': '2', 'price': '3,595'}, {'bedroom': '3', 'price': '4,995'}, {'bedroom': '4', 'price': '5,350'}]",13.92km,"{'walking': '212', 'cycling': '58', 'transit': '90', 'driving': '21'}",2.4(47),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Luxe East,"1901 Overland Ave, Los Angeles, California(CA) 90025","2,350","[{'bedroom': '1', 'price': '2,350'}]",13.9km,"{'walking': '211', 'cycling': '58', 'transit': '103', 'driving': '21'}",3.4(58),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Clover,"11665 Mayfield Avenue, Los Angeles, California(CA) 90049","2,168","[{'bedroom': 'Studio', 'price': '2,168'}, {'bedroom': '2', 'price': '4,495'}]",16.77km,"{'walking': '259', 'cycling': '69', 'transit': '81', 'driving': '21'}",2.9(41),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
